Location,Type,N_Rent_Households_18,Overall_Burden_Rate_18,Moderate_Burden_Rate_18,Severe_Burden_Rate_18,N_Burden_Overall_18,N_Burden_Moderate_18,N_Burden_Severe_18,Median_Rent_18,Median_Renter_Income_18,N_Rent_Households_17,Overall_Burden_Rate_17,Moderate_Burden_Rate_17,Severe_Burden_Rate_17,N_Burden_Overall_17,N_Burden_Moderate_17,N_Burden_Severe_17,Median_Rent_17,Median_Renter_Income_17,N_Rent_Households_08,Overall_Burden_Rate_08,Moderate_Burden_Rate_08,Severe_Burden_Rate_08,N_Burden_Overall_08,N_Burden_Moderate_08,N_Burden_Severe_08,Median_Rent_08,Median_Renter_Income_08,N_Rent_Households_change_17_18,Overall_Burden_Rate_change_17_18,Moderate_Burden_Rate_change_17_18,Severe_Burden_Rate_change_17_18,N_Burden_Overall_change_17_18,N_Burden_Moderate_change_17_18,N_Burden_Severe_change_17_18,Median_Rent_change_17_18,Median_Renter_Income_change_17_18,N_Rent_Households_change_08_18,Overall_Burden_Rate_change_08_18,Moderate_Burden_Rate_change_08_18,Severe_Burden_Rate_change_08_18,N_Burden_Overall_change_08_18,N_Burden_Moderate_change_08_18,N_Burden_Severe_change_08_18,Median_Rent_change_08_18
"Rockdale, GA",County,10059,0.491,0.318,0.173,4939,3203,1736,1115,44594,0.426,0.245,0.182,3738,2145,1593,999,51758,6191,0.498,0.231,0.267,3084,1431,1653,1023,34698,1290,0.065,0.074,-0.009,1201,1058,143,0.116,-0.138,3868,-0.007,0.087,-0.094,1855,1772,83,0.09,0.285
"Rockingham, NC",County,9392,0.502,0.311,0.191,4713,2921,1792,641,21358,0.401,0.225,0.176,3820,2144,1676,674,27902,8187,0.462,0.205,0.257,3785,1678,2107,620,24916,-135,0.101,0.086,0.015,893,777,116,-0.049,-0.235,1205,0.039,0.106,-0.067,928,1243,-315,0.033,-0.143
"Rockingham, NH",County,25564,0.459,0.233,0.227,11743,5946,5797,1195,44110,0.49,0.251,0.239,13651,7000,6651,1255,47686,22694,0.481,0.257,0.224,10914,5833,5081,1215,53091,-2287,-0.031,-0.019,-0.012,-1908,-1054,-854,-0.048,-0.075,2870,-0.022,-0.024,0.003,829,113,716,-0.016,-0.169
"Rockingham, VA",County,6610,0.425,0.209,0.216,2811,1383,1428,870,44617,0.401,0.228,0.173,3025,1722,1303,866,40035,6287,0.336,0.095,0.241,2110,597,1513,823,40488,-931,0.024,-0.019,0.043,-214,-339,125,0.005,0.114,323,0.09,0.114,-0.025,701,786,-85,0.057,0.102
"Rockland, NY",County,29282,0.578,0.24,0.338,16921,7017,9904,1469,46252,0.608,0.246,0.362,19306,7816,11490,1502,43650,25699,0.569,0.251,0.318,14631,6447,8184,1467,45767,-2496,-0.03,-0.006,-0.023,-2385,-799,-1586,-0.022,0.06,3583,0.009,-0.011,0.02,2290,570,1720,0.002,0.011
"Rockwall, TX",County,4834,0.548,0.295,0.253,2649,1426,1223,1649,47259,0.473,0.264,0.21,2380,1326,1054,1368,62912,4015,0.518,0.248,0.271,2081,994,1087,1357,60593,-197,0.075,0.031,0.043,269,100,169,0.205,-0.249,819,0.03,0.047,-0.018,568,432,136,0.215,-0.22
"Rogers, OK",County,7177,0.459,0.22,0.239,3291,1576,1715,860,35346,0.435,0.253,0.182,3054,1777,1277,831,37161,6048,0.426,0.284,0.142,2579,1718,861,777,36545,151,0.024,-0.033,0.057,237,-201,438,0.035,-0.049,1129,0.032,-0.064,0.097,712,-142,854,0.107,-0.033
"Ross, OH",County,8927,0.516,0.164,0.352,4609,1467,3142,667,22763,0.466,0.256,0.21,3222,1770,1452,751,29579,5719,0.426,0.255,0.17,2434,1461,973,696,33162,2019,0.05,-0.092,0.142,1387,-303,1690,-0.112,-0.23,3208,0.091,-0.091,0.182,2175,6,2169,-0.041,-0.314
"Rowan, NC",County,13076,0.484,0.176,0.308,6329,2302,4027,756,30688,0.393,0.214,0.179,4924,2684,2240,717,31247,14401,0.445,0.247,0.198,6413,3555,2858,747,35543,533,0.091,-0.038,0.129,1405,-382,1787,0.055,-0.018,-1325,0.039,-0.071,0.11,-84,-1253,1169,0.012,-0.137
"Rutherford, TN",County,39247,0.478,0.312,0.166,18765,12236,6529,1064,44129,0.414,0.227,0.188,15861,8678,7183,1006,46765,28495,0.451,0.273,0.178,12842,7784,5058,912,34489,951,0.064,0.085,-0.021,2904,3558,-654,0.058,-0.056,10752,0.027,0.039,-0.011,5923,4452,1471,0.166,0.28
"Sacramento, CA",County,220747,0.545,0.271,0.274,120350,59900,60450,1300,45924,0.56,0.276,0.285,127369,62618,64751,1258,43761,197011,0.521,0.279,0.242,102658,55048,47610,1138,44036,-6529,-0.015,-0.004,-0.011,-7019,-2718,-4301,0.033,0.049,23736,0.024,-0.008,0.032,17692,4852,12840,0.142,0.043
"Saginaw, MI",County,21511,0.527,0.271,0.256,11341,5824,5517,747,27886,0.528,0.237,0.29,11604,5221,6383,761,26599,20041,0.624,0.227,0.397,12512,4549,7963,752,25069,-477,-0.001,0.033,-0.034,-263,603,-866,-0.019,0.048,1470,-0.097,0.044,-0.141,-1171,1275,-2446,-0.006,0.112
"Salem, NJ",County,7224,0.57,0.236,0.334,4121,1706,2415,1144,29694,0.701,0.32,0.381,5504,2516,2988,1000,22621,6230,0.534,0.257,0.277,3329,1602,1727,998,31172,-628,-0.131,-0.084,-0.046,-1383,-810,-573,0.144,0.313,994,0.036,-0.021,0.057,792,104,688,0.146,-0.047
"Saline, AR",County,6703,0.427,0.252,0.175,2864,1689,1175,856,34467,0.402,0.24,0.162,3448,2059,1389,859,42272,8171,0.43,0.218,0.212,3511,1778,1733,845,36620,-1884,0.026,0.012,0.014,-584,-370,-214,-0.003,-0.185,-1468,-0.002,0.034,-0.037,-647,-89,-558,0.013,-0.059
"Salt Lake, UT",County,120963,0.446,0.243,0.203,54003,29414,24589,1140,48731,0.439,0.246,0.194,51179,28622,22557,1101,46703,97987,0.436,0.237,0.2,42731,23176,19555,943,43554,4451,0.007,-0.002,0.01,2824,792,2032,0.036,0.043,22976,0.01,0.007,0.004,11272,6238,5034,0.209,0.119
"San Bernardino, CA",County,242111,0.576,0.281,0.295,139355,67943,71412,1275,44502,0.566,0.284,0.282,137929,69132,68797,1262,44615,203790,0.583,0.263,0.32,118781,53577,65204,1251,45729,-1692,0.01,-0.003,0.013,1426,-1189,2615,0.01,-0.003,38321,-0.007,0.018,-0.025,20574,14366,6208,0.019,-0.027
"San Diego, CA",County,510213,0.578,0.282,0.297,295136,143651,151485,1668,55238,0.572,0.289,0.283,287946,145379,142567,1644,55569,430735,0.554,0.271,0.283,238533,116760,121773,1421,51495,6878,0.006,-0.007,0.014,7190,-1728,8918,0.015,-0.006,79478,0.025,0.01,0.014,56603,26891,29712,0.174,0.073
"San Francisco, CA",County,218828,0.352,0.181,0.171,76949,39554,37395,1880,94739,0.371,0.194,0.177,81888,42789,39099,1888,94756,187417,0.427,0.221,0.205,80014,41511,38503,1450,63511,-1745,-0.02,-0.013,-0.006,-4939,-3235,-1704,-0.004,0,31411,-0.075,-0.041,-0.035,-3065,-1957,-1108,0.297,0.492
"San Joaquin, CA",County,100201,0.541,0.28,0.26,54176,28089,26087,1243,46797,0.568,0.295,0.274,52046,26992,25054,1181,41308,78169,0.573,0.261,0.313,44808,20373,24435,1097,41920,8629,-0.028,-0.014,-0.013,2130,1097,1033,0.053,0.133,22032,-0.033,0.02,-0.052,9368,7716,1652,0.133,0.116
"San Juan, NM",County,10294,0.452,0.248,0.204,4658,2556,2102,852,32034,0.463,0.27,0.193,4286,2497,1789,804,35166,9303,0.354,0.228,0.126,3290,2118,1172,749,40436,1034,-0.01,-0.021,0.011,372,59,313,0.059,-0.089,991,0.099,0.021,0.078,1368,438,930,0.137,-0.208
"San Luis Obispo, CA",County,37343,0.594,0.328,0.265,22175,12267,9908,1430,51300,0.518,0.234,0.283,19885,9006,10879,1443,52049,34977,0.556,0.229,0.326,19435,8020,11415,1303,39485,-1079,0.076,0.094,-0.018,2290,3261,-971,-0.009,-0.014,2366,0.038,0.099,-0.061,2740,4247,-1507,0.098,0.299
"San Mateo, CA",County,98192,0.48,0.233,0.248,47174,22841,24333,2389,96088,0.486,0.233,0.253,50682,24302,26380,2324,89387,96139,0.469,0.252,0.217,45100,24209,20891,1757,73886,-6030,-0.006,-0.001,-0.005,-3508,-1461,-2047,0.028,0.075,2053,0.011,-0.019,0.031,2074,-1368,3442,0.359,0.3
"San Patricio, TX",County,5381,0.649,0.362,0.287,3493,1949,1544,1029,27426,0.402,0.257,0.145,2915,1863,1052,901,37296,7531,0.486,0.316,0.17,3662,2378,1284,831,30344,-1872,0.247,0.105,0.142,578,86,492,0.142,-0.265,-2150,0.163,0.046,0.116,-169,-429,260,0.239,-0.096
"Sandoval, NM",County,11976,0.557,0.383,0.173,6667,4592,2075,1008,38211,0.591,0.2,0.391,5842,1979,3863,1095,36383,8672,0.517,0.122,0.395,4487,1059,3428,1001,42083,2086,-0.034,0.183,-0.217,825,2613,-1788,-0.08,0.05,3304,0.039,0.261,-0.222,2180,3533,-1353,0.007,-0.092
"Sangamon, IL",County,24737,0.506,0.207,0.298,12510,5129,7381,838,30026,0.472,0.171,0.301,11057,3999,7058,825,32080,18819,0.54,0.257,0.284,10168,4830,5338,787,32183,1293,0.034,0.037,-0.003,1453,1130,323,0.016,-0.064,5918,-0.035,-0.049,0.015,2342,299,2043,0.065,-0.067
"Santa Barbara, CA",County,66242,0.588,0.291,0.297,38936,19290,19646,1653,53287,0.563,0.293,0.27,38858,20204,18654,1632,54865,60460,0.589,0.302,0.287,35610,18267,17343,1466,49435,-2728,0.024,-0.002,0.026,78,-914,992,0.013,-0.029,5782,-0.001,-0.011,0.01,3326,1023,2303,0.128,0.078
"Santa Clara, CA",County,275644,0.462,0.242,0.22,127240,66706,60534,2305,94344,0.473,0.239,0.235,124281,62681,61600,2293,91436,223473,0.441,0.235,0.206,98607,52501,46106,1610,67085,13103,-0.012,0.003,-0.015,2959,4025,-1066,0.005,0.032,52171,0.02,0.007,0.013,28633,14205,14428,0.431,0.406
"Santa Cruz, CA",County,35734,0.596,0.306,0.29,21297,10945,10352,1685,51215,0.6,0.262,0.339,20354,8875,11479,1728,49837,35950,0.559,0.268,0.292,20108,9618,10490,1410,48490,1833,-0.004,0.044,-0.049,943,2070,-1127,-0.025,0.028,-216,0.037,0.039,-0.002,1189,1327,-138,0.195,0.056
"Santa Fe, NM",County,16571,0.503,0.238,0.265,8328,3936,4392,1076,42047,0.497,0.312,0.184,7742,4870,2872,1004,39495,14043,0.54,0.227,0.313,7578,3187,4391,1054,36573,979,0.006,-0.075,0.081,586,-934,1520,0.072,0.065,2528,-0.037,0.011,-0.048,750,749,1,0.02,0.15
"Santa Rosa, FL",County,13837,0.451,0.251,0.2,6240,3473,2767,1125,46680,0.527,0.321,0.206,6659,4053,2606,1114,39938,9496,0.522,0.304,0.218,4955,2887,2068,906,37031,1198,-0.076,-0.07,-0.006,-419,-580,161,0.01,0.169,4341,-0.071,-0.053,-0.018,1285,586,699,0.242,0.261
"Sarasota, FL",County,42923,0.526,0.239,0.287,22577,10245,12332,1359,52077,0.554,0.268,0.286,23379,11319,12060,1240,47263,35841,0.565,0.263,0.302,20255,9443,10812,1199,42809,740,-0.028,-0.03,0.001,-802,-1074,272,0.096,0.102,7082,-0.039,-0.025,-0.014,2322,802,1520,0.133,0.216
"Saratoga, NY",County,26219,0.398,0.186,0.213,10444,4865,5579,1119,53695,0.409,0.234,0.176,10978,6270,4708,1082,49977,20402,0.42,0.231,0.189,8567,4707,3860,988,49046,-604,-0.011,-0.048,0.037,-534,-1405,871,0.034,0.074,5817,-0.022,-0.045,0.024,1877,158,1719,0.133,0.095
"Sarpy, NE",County,21128,0.395,0.256,0.14,8353,5402,2951,979,45961,0.372,0.255,0.117,7009,4810,2199,1020,54339,16404,0.365,0.236,0.129,5980,3867,2113,961,43894,2266,0.024,0.001,0.023,1344,592,752,-0.041,-0.154,4724,0.031,0.02,0.011,2373,1535,838,0.019,0.047
"Schenectady, NY",County,19233,0.459,0.167,0.292,8829,3217,5612,972,34819,0.504,0.231,0.274,7036,3218,3818,910,28031,17497,0.495,0.216,0.278,8656,3787,4869,913,31964,5275,-0.045,-0.063,0.018,1793,-1,1794,0.068,0.242,1736,-0.036,-0.049,0.014,173,-570,743,0.064,0.089
"Schuylkill, PA",County,12180,0.522,0.253,0.269,6358,3086,3272,663,25701,0.467,0.311,0.155,6387,4262,2125,658,27111,12631,0.373,0.213,0.16,4715,2688,2027,623,31654,-1505,0.055,-0.058,0.113,-29,-1176,1147,0.007,-0.052,-451,0.149,0.041,0.108,1643,398,1245,0.065,-0.188
"Scioto, OH",County,8513,0.444,0.233,0.212,3784,1981,1803,598,21073,0.449,0.241,0.207,4039,2174,1865,587,21990,7329,0.559,0.19,0.369,4098,1394,2704,592,20103,-491,-0.004,-0.009,0.005,-255,-193,-62,0.018,-0.042,1184,-0.115,0.042,-0.157,-314,587,-901,0.01,0.048
"Scott, IA",County,20664,0.432,0.211,0.221,8920,4358,4562,794,34282,0.469,0.228,0.24,7847,3823,4024,817,34724,18242,0.423,0.201,0.222,7712,3658,4054,711,30991,3919,-0.037,-0.017,-0.02,1073,535,538,-0.028,-0.013,2422,0.009,0.01,-0.001,1208,700,508,0.116,0.106
"Scott, MN",County,8368,0.541,0.355,0.187,4528,2967,1561,1120,38710,0.321,0.154,0.167,2656,1274,1382,1167,60690,5024,0.511,0.348,0.163,2567,1746,821,981,50891,82,0.221,0.201,0.02,1872,1693,179,-0.041,-0.362,3344,0.03,0.007,0.023,1961,1221,740,0.141,-0.239
"Sebastian, AR",County,20376,0.389,0.234,0.155,7934,4773,3161,684,31563,0.468,0.279,0.189,9420,5622,3798,639,27353,15429,0.48,0.245,0.236,7409,3774,3635,637,27261,235,-0.078,-0.045,-0.033,-1486,-849,-637,0.071,0.154,4947,-0.091,-0.01,-0.08,525,999,-474,0.073,0.158
"Sedgwick, KS",County,69291,0.466,0.245,0.221,32293,16987,15306,788,33616,0.459,0.24,0.22,31886,16651,15235,825,35015,62260,0.479,0.243,0.236,29832,15138,14694,725,32266,-106,0.007,0.005,0.001,407,336,71,-0.045,-0.04,7031,-0.013,0.002,-0.015,2461,1849,612,0.087,0.042
"Seminole, FL",County,61123,0.471,0.259,0.212,28817,15845,12972,1244,52412,0.492,0.255,0.237,27472,14245,13227,1236,43451,39157,0.518,0.249,0.268,20271,9758,10513,1248,46288,5259,-0.02,0.004,-0.025,1345,1600,-255,0.006,0.206,21966,-0.046,0.01,-0.056,8546,6087,2459,-0.003,0.132
"Sevier, TN",County,10663,0.484,0.248,0.236,5164,2644,2520,804,36524,0.396,0.252,0.145,4070,2584,1486,764,36910,8220,0.438,0.224,0.214,3604,1845,1759,752,37454,397,0.088,-0.004,0.092,1094,60,1034,0.052,-0.01,2443,0.046,0.024,0.022,1560,799,761,0.07,-0.025
"Shasta, CA",County,22187,0.519,0.209,0.311,11526,4633,6893,1084,37718,0.595,0.26,0.335,14153,6185,7968,1012,33918,22687,0.613,0.267,0.346,13916,6064,7852,958,34702,-1610,-0.075,-0.051,-0.024,-2627,-1552,-1075,0.071,0.112,-500,-0.094,-0.058,-0.035,-2390,-1431,-959,0.131,0.087
"Shawnee, KS",County,24407,0.5,0.206,0.295,12212,5019,7193,843,32227,0.465,0.222,0.243,11448,5476,5972,804,32371,24617,0.463,0.254,0.209,11396,6244,5152,721,33775,-205,0.035,-0.017,0.052,764,-457,1221,0.048,-0.004,-210,0.037,-0.048,0.085,816,-1225,2041,0.169,-0.046
"Sheboygan, WI",County,12709,0.361,0.197,0.163,4585,2508,2077,720,36662,0.344,0.243,0.101,4855,3427,1428,736,36329,11497,0.367,0.155,0.212,4219,1782,2437,694,32738,-1408,0.017,-0.045,0.062,-270,-919,649,-0.022,0.009,1212,-0.006,0.042,-0.049,366,726,-360,0.037,0.12
"Shelby, AL",County,14145,0.479,0.242,0.236,6769,3426,3343,1034,40170,0.394,0.22,0.174,5988,3340,2648,1005,46773,11069,0.333,0.186,0.146,3683,2062,1621,919,39338,-1068,0.085,0.023,0.062,781,86,695,0.029,-0.141,3076,0.146,0.056,0.09,3086,1364,1722,0.125,0.021
"Shelby, TN",County,145351,0.591,0.287,0.305,85973,41673,44300,902,29274,0.508,0.24,0.267,73019,34585,38434,931,33359,119061,0.547,0.239,0.308,65082,28461,36621,904,31257,1546,0.084,0.046,0.038,12954,7088,5866,-0.031,-0.122,26290,0.045,0.048,-0.003,20891,13212,7679,-0.002,-0.063
"Sherburne, MN",County,6801,0.351,0.167,0.184,2386,1133,1253,1027,52569,0.465,0.285,0.18,1767,1084,683,1044,43606,5173,0.579,0.28,0.299,2994,1447,1547,849,43383,2999,-0.114,-0.119,0.005,619,49,570,-0.016,0.206,1628,-0.228,-0.113,-0.115,-608,-314,-294,0.21,0.212
"Shiawassee, MI",County,7192,0.399,0.244,0.155,2871,1755,1116,684,35736,0.482,0.313,0.169,2892,1877,1015,724,26562,4865,0.614,0.305,0.309,2988,1485,1503,714,25014,1186,-0.082,-0.068,-0.014,-21,-122,101,-0.055,0.345,2327,-0.215,-0.061,-0.154,-117,270,-387,-0.042,0.429
"Skagit, WA",County,13896,0.472,0.285,0.187,6561,3965,2596,1107,43396,0.47,0.219,0.25,6131,2864,3267,1141,45101,12230,0.493,0.26,0.233,6030,3185,2845,1039,39293,843,0.002,0.066,-0.063,430,1101,-671,-0.03,-0.038,1666,-0.021,0.025,-0.046,531,780,-249,0.066,0.104
"Smith, TX",County,23839,0.425,0.212,0.213,10139,5064,5075,954,43938,0.468,0.255,0.212,11151,6086,5065,908,36277,18013,0.459,0.217,0.242,8273,3913,4360,837,31697,1,-0.042,-0.043,0,-1012,-1022,10,0.05,0.211,5826,-0.034,-0.005,-0.029,1866,1151,715,0.14,0.386
"Snohomish, WA",County,93268,0.506,0.279,0.227,47168,26002,21166,1525,57224,0.48,0.252,0.228,44881,23537,21344,1416,55527,82895,0.476,0.254,0.222,39495,21082,18413,1127,47620,-181,0.025,0.027,-0.001,2287,2465,-178,0.077,0.031,10373,0.029,0.024,0.005,7673,4920,2753,0.353,0.202
"Solano, CA",County,53624,0.51,0.273,0.237,27330,14639,12691,1633,61631,0.549,0.287,0.262,32568,17025,15543,1593,56019,46893,0.525,0.288,0.237,24617,13495,11122,1360,48943,-5738,-0.039,-0.014,-0.025,-5238,-2386,-2852,0.025,0.1,6731,-0.015,-0.015,-0.001,2713,1144,1569,0.201,0.259
"Somerset, NJ",County,26432,0.445,0.204,0.241,11759,5387,6372,1624,68472,0.494,0.226,0.268,12483,5716,6767,1590,58661,21330,0.467,0.236,0.231,9964,5030,4934,1509,68709,1171,-0.049,-0.022,-0.027,-724,-329,-395,0.021,0.167,5102,-0.022,-0.032,0.01,1795,357,1438,0.076,-0.003
"Somerset, PA",County,4801,0.372,0.241,0.131,1786,1156,630,601,31274,0.485,0.326,0.159,2698,1814,884,622,27655,5202,0.472,0.213,0.259,2455,1108,1347,583,25428,-757,-0.113,-0.086,-0.028,-912,-658,-254,-0.034,0.131,-401,-0.1,0.028,-0.128,-669,48,-717,0.032,0.23
"Sonoma, CA",County,69189,0.539,0.253,0.286,37283,17485,19798,1655,56338,0.563,0.3,0.264,39213,20855,18358,1653,58918,61854,0.543,0.267,0.276,33588,16541,17047,1424,55765,-413,-0.025,-0.047,0.022,-1930,-3370,1440,0.001,-0.044,7335,-0.004,-0.015,0.011,3695,944,2751,0.162,0.01
"Spartanburg, SC",County,30001,0.393,0.19,0.203,11787,5687,6100,784,35184,0.457,0.212,0.245,14171,6575,7596,821,32659,30469,0.395,0.191,0.204,12040,5827,6213,668,24431,-996,-0.064,-0.023,-0.042,-2384,-888,-1496,-0.045,0.077,-468,-0.002,-0.002,-0.001,-253,-140,-113,0.174,0.44
"Spokane, WA",County,72622,0.503,0.256,0.247,36519,18560,17959,921,36104,0.509,0.267,0.242,36152,18950,17202,888,34778,63832,0.497,0.263,0.235,31731,16759,14972,801,31268,1579,-0.006,-0.011,0.005,367,-390,757,0.038,0.038,8790,0.006,-0.007,0.013,4788,1801,2987,0.149,0.155
"Spotsylvania, VA",County,8929,0.458,0.237,0.221,4090,2114,1976,1544,55855,0.478,0.247,0.231,4736,2445,2291,1448,53296,8009,0.482,0.22,0.263,3863,1760,2103,1386,56231,-987,-0.02,-0.01,-0.01,-646,-331,-315,0.066,0.048,920,-0.024,0.017,-0.041,227,354,-127,0.114,-0.007
"St. Charles, MO",County,27762,0.394,0.229,0.165,10943,6351,4592,1018,48967,0.436,0.263,0.173,10999,6638,4361,1046,43709,21890,0.385,0.18,0.205,8430,3933,4497,961,43551,2540,-0.042,-0.034,-0.007,-56,-287,231,-0.027,0.12,5872,0.009,0.049,-0.04,2513,2418,95,0.06,0.124
"St. Clair, AL",County,5822,0.43,0.286,0.144,2506,1666,840,849,31722,0.441,0.232,0.209,2880,1514,1366,728,36562,4818,0.42,0.208,0.212,2022,1002,1020,761,47283,-714,-0.01,0.055,-0.065,-374,152,-526,0.166,-0.132,1004,0.011,0.078,-0.067,484,664,-180,0.115,-0.329
"St. Clair, IL",County,32916,0.445,0.227,0.218,14663,7482,7181,845,32348,0.535,0.253,0.282,18908,8955,9953,845,27958,30570,0.523,0.256,0.268,15996,7816,8180,845,30924,-2438,-0.089,-0.026,-0.063,-4245,-1473,-2772,-0.001,0.157,2346,-0.078,-0.028,-0.049,-1333,-334,-999,0,0.046
"St. Clair, MI",County,13024,0.511,0.29,0.221,6653,3777,2876,803,29167,0.461,0.259,0.202,5907,3324,2583,770,31912,12160,0.517,0.244,0.273,6291,2972,3319,799,31084,207,0.05,0.031,0.019,746,453,293,0.042,-0.086,864,-0.007,0.046,-0.052,362,805,-443,0.005,-0.062
"St. Croix, WI",County,6632,0.375,0.191,0.184,2484,1267,1217,926,42063,0.325,0.24,0.084,2187,1618,569,916,48217,6010,0.41,0.27,0.14,2467,1624,843,964,43103,-102,0.05,-0.049,0.099,297,-351,648,0.01,-0.128,622,-0.036,-0.079,0.043,17,-357,374,-0.04,-0.024
"St. Johns, FL",County,14768,0.491,0.307,0.184,7258,4537,2721,1200,52918,0.585,0.245,0.34,9469,3972,5497,1333,40224,14337,0.459,0.252,0.207,6574,3609,2965,1208,44749,-1422,-0.093,0.062,-0.155,-2211,565,-2776,-0.1,0.316,431,0.033,0.055,-0.023,684,928,-244,-0.006,0.183
"St. Joseph, IN",County,33037,0.437,0.235,0.202,14441,7765,6676,795,33535,0.416,0.198,0.218,11706,5571,6135,797,32919,25842,0.452,0.218,0.235,11692,5621,6071,780,30439,4891,0.021,0.037,-0.016,2735,2194,541,-0.003,0.019,7195,-0.015,0.018,-0.033,2749,2144,605,0.02,0.102
"St. Landry , LA",County,8304,0.58,0.328,0.252,4817,2726,2091,621,18451,0.42,0.264,0.156,2544,1599,945,634,24610,7625,0.595,0.303,0.292,4534,2308,2226,523,15581,2252,0.16,0.064,0.096,2273,1127,1146,-0.02,-0.25,679,-0.015,0.026,-0.04,283,418,-135,0.187,0.184
"St. Lawrence, NY",County,10862,0.393,0.14,0.253,4268,1522,2746,685,32681,0.467,0.193,0.273,4219,1749,2470,765,29355,12105,0.528,0.236,0.292,6392,2861,3531,660,28076,1820,-0.074,-0.053,-0.02,49,-227,276,-0.105,0.113,-1243,-0.135,-0.096,-0.039,-2124,-1339,-785,0.037,0.164
"St. Louis, MN",County,23116,0.509,0.244,0.265,11770,5639,6131,777,29485,0.531,0.258,0.272,12088,5885,6203,776,25720,22929,0.515,0.246,0.269,11809,5634,6175,741,27171,337,-0.021,-0.014,-0.007,-318,-246,-72,0.002,0.146,187,-0.006,-0.002,-0.004,-39,5,-44,0.049,0.085
"St. Louis City, MO",County,76561,0.513,0.241,0.271,39249,18489,20760,830,30807,0.507,0.216,0.291,38138,16215,21923,801,29659,65296,0.529,0.257,0.272,34559,16786,17773,743,25184,1332,0.006,0.026,-0.02,1111,2274,-1163,0.036,0.039,11265,-0.017,-0.016,-0.001,4690,1703,2987,0.117,0.223
"St. Louis, MO",County,126536,0.456,0.216,0.24,57691,27359,30332,966,39421,0.468,0.229,0.239,57838,28302,29536,985,42696,102568,0.46,0.222,0.238,47185,22763,24422,900,35734,3049,-0.012,-0.013,0.001,-147,-943,796,-0.02,-0.077,23968,-0.004,-0.006,0.002,10506,4596,5910,0.073,0.103
"St. Lucie, FL",County,29294,0.613,0.349,0.264,17966,10223,7743,1297,44879,0.598,0.381,0.217,18143,11561,6582,1240,46482,22899,0.694,0.384,0.31,15892,8797,7095,1292,45549,-1040,0.015,-0.032,0.047,-177,-1338,1161,0.046,-0.034,6395,-0.081,-0.035,-0.046,2074,1426,648,0.004,-0.015
"St. Mary's, MD",County,11592,0.371,0.188,0.183,4301,2174,2127,1266,59075,0.492,0.302,0.19,5547,3406,2141,1262,49181,9614,0.406,0.263,0.142,3899,2530,1369,1433,52593,324,-0.121,-0.115,-0.007,-1246,-1232,-14,0.003,0.201,1978,-0.035,-0.076,0.041,402,-356,758,-0.116,0.123
"St. Tammany , LA",County,17608,0.638,0.303,0.335,11239,5335,5904,1104,32001,0.476,0.242,0.234,9164,4661,4503,1109,39025,18480,0.558,0.292,0.266,10312,5400,4912,1061,36209,-1630,0.162,0.061,0.101,2075,674,1401,-0.004,-0.18,-872,0.08,0.011,0.07,927,-65,992,0.041,-0.116
"Stafford, VA",County,11241,0.354,0.18,0.174,3978,2026,1952,1551,62373,0.466,0.287,0.179,4189,2580,1609,1492,60613,8236,0.613,0.402,0.212,5052,3309,1743,1463,64005,2253,-0.112,-0.107,-0.005,-211,-554,343,0.039,0.029,3005,-0.26,-0.222,-0.038,-1074,-1283,209,0.06,-0.025
"Stanislaus, CA",County,67309,0.524,0.242,0.282,35267,16258,19009,1158,42508,0.499,0.245,0.254,35146,17258,17888,1168,43179,57447,0.581,0.264,0.317,33391,15186,18205,1112,38879,-3085,0.025,-0.004,0.028,121,-1000,1121,-0.009,-0.016,9862,-0.057,-0.023,-0.034,1876,1072,804,0.042,0.093
"Stark, OH",County,46107,0.43,0.239,0.191,19817,11031,8786,720,30509,0.425,0.223,0.202,19964,10483,9481,745,30036,44827,0.465,0.234,0.231,20845,10474,10371,709,26602,-874,0.005,0.016,-0.011,-147,548,-695,-0.033,0.016,1280,-0.035,0.006,-0.041,-1028,557,-1585,0.015,0.147
"Stearns, MN",County,17390,0.476,0.271,0.205,8286,4713,3573,819,33174,0.454,0.211,0.243,7753,3603,4150,812,36318,12647,0.462,0.256,0.206,5844,3239,2605,798,27029,308,0.023,0.06,-0.037,533,1110,-577,0.009,-0.087,4743,0.014,0.015,-0.001,2442,1474,968,0.027,0.227
"Steuben, NY",County,10045,0.373,0.216,0.157,3743,2167,1576,658,30298,0.456,0.268,0.187,3670,2162,1508,684,30979,9549,0.539,0.282,0.257,5148,2693,2455,674,25778,1990,-0.083,-0.053,-0.03,73,5,68,-0.038,-0.022,496,-0.166,-0.066,-0.1,-1405,-526,-879,-0.023,0.175
"Story, IA",County,15795,0.534,0.204,0.33,8430,3215,5215,871,29250,0.571,0.2,0.371,9886,3463,6423,910,29583,13779,0.489,0.188,0.301,6739,2592,4147,812,32142,-1509,-0.038,0.003,-0.041,-1456,-248,-1208,-0.043,-0.011,2016,0.045,0.015,0.029,1691,623,1068,0.072,-0.09
"Strafford, NH",County,15548,0.511,0.259,0.252,7949,4031,3918,1075,41310,0.455,0.187,0.268,7874,3232,4642,1117,46598,13495,0.546,0.276,0.269,7366,3730,3636,1036,37042,-1756,0.056,0.072,-0.016,75,799,-724,-0.038,-0.113,2053,-0.035,-0.017,-0.017,583,301,282,0.037,0.115
